Participant ID,Video file,Gloss,ASL-LEX Code
P37,55511415999616-PERSPECTIVE.mp4,PERSPECTIVE,H_01_006
P37,5678583650489399-DONT NEED.mp4,DONTNEED,H_01_104
P37,2316742024219145-CHEERLEADER.mp4,CHEERLEADER1,H_02_045
P37,07545004236857555-REALLY INTO.mp4,REALLYINTO,H_02_079
P37,5238620146536426-STIMULATE.mp4,STIMULATE,H_02_035
P37,5206812702867292-SCOUT.mp4,SCOUT,H_02_099
P37,4772703657772175-BOTHER.mp4,BOTHER,H_01_040
P37,2885452945195808-LESBIAN.mp4,LESBIAN,H_01_057
P37,5409816722176657-SOW.mp4,SOW,H_01_075
P37,9454609991773371-SWEAT.mp4,SWEAT,H_02_051
P37,023573913724662443-GET OFF.mp4,GETOFF,H_01_093
P37,17449567159616652-CAUGHT.mp4,CAUGHT,H_02_069
P37,6289218222740656-SURGERY.mp4,SURGERY,H_03_046
P37,4276424090063682-BLANK.mp4,BLANK,H_02_006
P37,5716689385225309-BRICK.mp4,BRICK,H_02_085
P37,44771402568952223-KINDERGARTEN.mp4,KINDERGARTEN,H_03_062
P37,1522156808954931-PHILADELPHIA.mp4,PHILADELPHIA,H_02_023
P37,2787687490263704-FROM THEN_ON.mp4,FROMTHENON,H_02_040
P37,5682397790466247-INFECTION.mp4,INFECTION,H_02_057
P37,04753741772911213-TWO OF_US.mp4,TWOOFUS,H_02_090
P37,666768112086898-SENIOR CITIZEN.mp4,SENIORCITIZEN,H_03_097
P37,7457973449887922-KEEP.mp4,KEEP,H_03_005
P37,26404687152034745-NEGATIVE.mp4,NEGATIVE,J_01_008
P37,04199108922094541-SHOOT.mp4,SHOOT1,J_01_024
P37,21283540206498497-CRANKY.mp4,CRANKY,H_02_104
P37,3295861207122279-AFTERNOON.mp4,AFTERNOON,J_01_040
P37,7367223805766012-TOY 2.mp4,TOY2,J_01_056
P37,4347360742854416-ERUPT 1.mp4,ERUPT1,H_03_017
P37,22518866243920854-PASS.mp4,PASS,H_03_033
P37,6729405319901534-VALIDATE.mp4,VALIDATE,H_03_051
P37,1307076593955785-CONFUSED.mp4,CONFUSED1,J_01_110
P37,12100337180034337-REMEMBER 2.mp4,REMEMBER1,H_03_038
P37,993304501913798-WORKSHOP.mp4,WORKSHOP,J_02_055
P37,473298838025215-PARALLEL.mp4,PARALLEL,H_03_067
P37,8464718618803544-ROOMMATE.mp4,ROOMMATE,H_03_073
P37,6135565975144495-STRUGGLE.mp4,STRUGGLE,H_03_102
P37,7703399695581816-BOSTON.mp4,BOSTON,J_03_001
P37,7027775879359655-DILEMMA.mp4,DILEMMA,J_01_003
P37,4063597110454016-SUPERVISE.mp4,SUPERVISE,J_01_018
P37,02165174659731295-SLICE.mp4,SLICE2,J_01_035
P37,7230128213358342-MARCH.mp4,MARCH,J_01_013
P37,7110051165142699-ATHLETE.mp4,ATHLETE,J_03_068
P37,7982444431628926-DESIGN.mp4,DESIGN,J_03_104
P37,5751729461983213-PUNCH FACE.mp4,PUNCHFACE,J_01_051
P37,16380934323059337-MEDITATE 3.mp4,MEDITATE2,K_01_033
P37,6181211052767979-ITCH.mp4,ITCH,J_01_068
P37,5415277544322894-FISHING 2.mp4,FISHING2,K_01_050
P37,614438075898758-RESPECT.mp4,RESPECT,J_01_029
P43,8606463969667897-WINDY.mp4,WINDY,G_02_080
P43,4740066894367059-FINGER.mp4,FINGER,G_02_097
P43,413409307356877-CATCH.mp4,CATCH3,G_02_033
P43,2032780048422178-FUN.mp4,FUN,E_02_057
P43,369368733347164-MISS.mp4,MISS,G_02_049
P43,3232524761504285-GATE CLOSE.mp4,GATECLOSE,E_02_073
P43,7671759319593303-HALLOWEEN.mp4,HALLOWEEN1,G_03_011
P43,2212043587622894-THRILLED.mp4,THRILLED,G_02_070
P43,7907734197192582-STILL.mp4,STILL,G_02_085
P43,46287583832070656-SHUT OUT.mp4,SHUTOUT,G_03_026
P43,029798118124713113-DINNER.mp4,DINNER1,G_03_044
P43,5921411058402952-RESTLESS.mp4,RESTLESS,E_03_003
P43,35496388948270674-SAVE.mp4,SAVE,G_03_061
P43,8759690473866555-MUMMY.mp4,MUMMY,G_03_077
P43,6753258964415929-JOURNEY.mp4,JOURNEY,E_03_037
P43,4828885603372275-DISPATCH.mp4,DISPATCH,G_02_102
P43,98056318872294-DEDICATE 2.mp4,DEDICATE1,G_03_094
P43,8062814317900291-PLATFORM.mp4,PLATFORM,E_03_070
P43,5326028430917451-TO.mp4,TO,E_03_086
P43,753813922780795-CALCULATOR.mp4,CALCULATOR,E_03_103
P43,24081914960487527-CROWN.mp4,CROWN,F_01_016
P43,7026845451986468-SYSTEM.mp4,SYSTEM,H_01_061
P43,334297359124494-INSTEAD.mp4,INSTEAD,H_01_079
P43,07255415653060693-SHOOTING.mp4,SHOOTING,F_01_049
P43,1727539533183433-LAST WEEK.mp4,LASTWEEK,H_01_098
P43,5545943805874143-EDIT.mp4,EDIT1,G_02_057
P43,27021671124313174-MAD.mp4,MAD,F_01_084
P43,8646101196989169-HAIRDRESSER.mp4,HAIRDRESSER,G_03_016
P43,004485238268814307-COMMUTE.mp4,COMMUTE,H_02_044
P43,5878059075458753-I LOVE_YOU.mp4,ILOVEYOU,F_01_102
P43,04463930377640457-BEND.mp4,BEND,G_03_031
P43,0954513989388377-AVERAGE.mp4,AVERAGE,G_03_050
P43,4554517946606127-IMPRESS.mp4,IMPRESS,F_02_032
P43,9372751267129906-VOLUNTEER.mp4,VOLUNTEER,H_02_062
P43,993554700438527-STAY.mp4,STAY,F_02_050
P43,09613292787302896-VANISH.mp4,VANISH,H_02_098
P43,16055395237458114-RIVER.mp4,RIVER1,A_03_035
P43,6748983309750731-HUNDRED.mp4,HUNDRED,H_03_027
P43,11580689690237111-NO BIG_DEAL.mp4,NOBIGDEAL,H_03_044
P43,41528846653396556-NECK.mp4,NECK,F_02_081
P43,6109826151226796-CLOSE DOOR.mp4,CLOSEDOOR,H_03_061
P43,5314691806393073-ALL OVER_BODY.mp4,ALLOVERBODY,H_03_078
P43,016134052760367945-AXE.mp4,AXE1,G_03_066
P43,5107284268110532-DONT CARE.mp4,DONTCARE,G_03_082
P43,481655962180783-ACQUIRE.mp4,ACQUIRE,H_01_034
P43,9767784040195244-CULTURE.mp4,CULTURE,H_01_051
P43,23255807514418425-SHAME ON_YOU.mp4,SHAMEONYOU,H_01_066
P43,8963453196479336-NAKED.mp4,NAKED,H_01_087
P43,6677192798495919-BURP.mp4,BURP,F_03_009
P43,21864719134415633-TOPIC.mp4,TOPIC,H_01_103
P43,9075041578381267-STORY 2.mp4,STORY3,J_01_007
P43,08069245861349672-MANAGE.mp4,MANAGE,J_01_023
P43,8107098388917058-PROFOUNDLY DEAF.mp4,PROFOUNDLYDEAF,H_02_016
P43,39924061682606693-WHY NOT.mp4,WHYNOT,H_02_034
P43,6646735600797595-READY.mp4,READY,F_03_042
P43,04506768613199452-CASUAL.mp4,CASUAL,H_02_050
P43,6950151008311942-AT.mp4,AT,J_01_055
P43,3337037981369875-BABYSITTER.mp4,BABYSITTER,F_03_061
P43,7248249519133907-WIND.mp4,WIND,H_02_068
P43,8838565830536147-LAW.mp4,LAW,F_03_078
P43,7724861402073508-SCRATCH.mp4,SCRATCH,H_02_084
P43,922987513731234-PRIORITY.mp4,PRIORITY,J_01_074
P43,27184355700913576-KITTEN.mp4,KITTEN,J_01_092
P43,7889179155787374-INTERVENE.mp4,INTERVENE,J_01_109
P43,7944051533441829-TAKE NOTES.mp4,TAKENOTES,F_03_094
P43,026269589574182683-DOG.mp4,DOG1,A_01_056
P43,005987695621478606-YOYO.mp4,YOYO,H_03_016
P43,3108622366050384-COMPLAIN.mp4,COMPLAIN,G_01_023
P43,7025192498181949-WELCOME.mp4,WELCOME2,J_02_054
P43,38768013920396127-TRUCK 2.mp4,TRUCK2,J_02_070
P43,687175058377234-TWINS.mp4,TWINS1,F_01_032
P43,20069164136473394-PERIOD.mp4,PERIOD,J_02_107
P43,5870028209903659-SEAL.mp4,SEAL,G_01_057
P43,08912128442720424-SITUATION.mp4,SITUATION,H_03_066
P43,006066826957096927-INSTAGRAM.mp4,INSTAGRAM,H_03_083
P43,2697248609647762-ORGANIZATION.mp4,ORGANIZATION,J_03_033
P43,7864225628747883-MAGNIFY 1.mp4,MAGNIFY1,G_01_073
P43,43447577169619-VEST.mp4,VEST,J_03_050
P43,3633212144125886-OPINION 2.mp4,OPINION2,H_03_101
P43,1613818632151598-WALK 2.mp4,WALK2,J_03_067
P43,10615693834335804-CONFIDENTIAL.mp4,CONFIDENTIAL,G_02_022
P43,2868185752111658-DONKEY.mp4,DONKEY,J_01_012
P43,37831546011909234-RETIRE.mp4,RETIRE,J_03_084
P43,9405533661191556-SKILL.mp4,SKILL,G_02_038
P43,32619512312137755-LEFT.mp4,LEFT,J_03_103
P43,17195855615886702-SCULPT.mp4,SCULPT,J_01_028
P43,6701575476354089-FANTASY.mp4,FANTASY,J_01_045
P43,918224061513788-CLASH.mp4,CLASH,K_01_032
P43,4776309629791251-ENERGY.mp4,ENERGY,G_02_056
P43,4348328856684527-ANALYZE.mp4,ANALYZE,G_02_075
P43,7676232149159523-POP 2.mp4,POP3,K_01_049
P43,9950175868596045-VALLEY.mp4,VALLEY,G_02_090
P43,7073433338210535-SQUARE IDIOT.mp4,SQUAREIDIOT,J_01_062
P43,18371684485268713-VISITOR.mp4,VISITOR,J_01_097
P43,6117605714811174-SPILL 2.mp4,SPILL2,K_01_064
P43,9662212186314543-SOFA.mp4,SOFA,G_03_006
P43,23481839806379456-HEAR 2.mp4,HEAR2,J_02_006
P43,45972168233433-SKATEBOARDING 2.mp4,SKATEBOARDING2,K_01_079
P43,8862457881875914-GOING THROUGH_A_HARD_TIME.mp4,GOINGTHROUGHAHARDTIME,G_03_021
P43,33076952835708195-POUR 2.mp4,POUR1,K_01_094
P43,1253817777852786-YAWN 4.mp4,YAWN2,K_01_110
P43,6676304088782101-DINNER.mp4,DINNER1,G_03_044
P43,7065122552937446-CANCER.mp4,CANCER1,F_01_047
P43,9904170276923214-WHITE PERSON.mp4,WHITEPERSON,J_02_043
P43,5722263167463819-STAY AWAKE_24HRS.mp4,STAYAWAKE24HRS,J_02_060
P43,38529754444680986-BAG 2.mp4,BAG2,K_02_015
P43,5024122783932752-NONSENSE.mp4,NONSENSE,G_03_071
P43,5834231442684823-NETWORK.mp4,NETWORK,J_02_075
P43,5780599191678353-BITE.mp4,BITE1,K_02_045
P43,4737194515284737-QUALITY.mp4,QUALITY,J_02_095
P43,6697487369959498-SHOUT.mp4,SHOUT1,J_03_005
P43,050352422459215784-OPEN.mp4,OPEN,G_03_088
P43,19498059687802916-TRADITION.mp4,TRADITION,J_03_023
P43,7428055739308639-COMMENT.mp4,COMMENT,H_01_005
P43,9319399644070996-CORN 3.mp4,CORN3,K_02_078
P43,09247175380880335-DEAF SCHOOL.mp4,DEAFSCHOOL,H_01_022
P43,05697869343408035-ROAR 2.mp4,ROAR2,K_02_094
P43,2508867518023006-MIDDLE.mp4,MIDDLE,H_01_039
P43,37149397401513284-KISS FIST.mp4,KISSFIST,J_03_038
P43,659566744584444-SKATEBOARDING 3.mp4,SKATEBOARDING3,K_02_110
P43,7874578581237623-SIDE.mp4,SIDE,J_03_055
P43,4893384951050683-LICENSE.mp4,LICENSE,K_02_125
P43,20917948946277654-LEAGUE.mp4,LEAGUE,H_01_092
P43,06665083636643021-DOCTOR 2.mp4,DOCTOR2,K_03_015
P43,04461987874371087-SKI-CA.mp4,SKI-CA,K_03_033
P43,07485894875298671-SWEETHEART.mp4,SWEETHEART,H_02_005
P43,3679492892296943-TEAR RIP_2.mp4,TEARRIP2,K_03_050
P43,6878289939328965-ALIGN.mp4,ALIGN,H_02_022
P43,773498497434363-MAGNET 2.mp4,MAGNET3,K_03_066
P43,9625286045234158-TEENAGER.mp4,TEENAGER,H_02_039
P43,9803182444569696-PUMPKIN.mp4,PUMPKIN,H_02_056
P43,9803755858694609-ATTITUDE.mp4,ATTITUDE,J_03_091
P43,019965875929144783-LAMP 2.mp4,LAMP2,K_01_004
P43,2947181639332648-ADDICT.mp4,ADDICT,H_02_073
P43,3331301593177156-MODEL 1.mp4,MODEL2,H_02_089
P43,6761099411780225-FOURTH.mp4,FOURTH,H_03_004
P43,4691871172766231-STING.mp4,STING,H_03_022
P43,47256320412041397-KANGAROO 2.mp4,KANGAROO2,K_01_037
P43,5541286623584607-FROWN 2.mp4,FROWN1,K_03_115
P43,6640793694923766-PISSED OFF.mp4,PISSEDOFF,H_03_056
P43,8186602585534588-POOP.mp4,POOP,H_03_072
P43,668834896300053-WRISTWATCH 3.mp4,WRISTWATCH2,K_01_054
P43,6579907499526447-GUN 3.mp4,GUN2,K_01_069
P43,10140039043648663-RECENT.mp4,RECENT1,H_03_090
P43,11226896422165078-FEEDBACK.mp4,FEEDBACK,J_01_002
P43,19412471570502188-LOSE GAME.mp4,LOSEGAME,C_02_009
P43,9366580352664862-LOST.mp4,LOST,J_01_017
P43,9984633646517553-1 DOLLAR.mp4,1DOLLAR,C_02_025
P43,3835325029953278-PUNISH.mp4,PUNISH,C_02_041
P43,3504543449644255-MIND TURNED.mp4,MINDTURNED,J_01_034
P37,47213460118365513-POLISH.mp4,POLISH,J_01_086
P37,7811004078473247-AGAIN.mp4,AGAIN,J_02_013
P37,19886689523847934-TASTE.mp4,TASTE,J_01_081
P37,969787157046264-SEVERAL.mp4,SEVERAL,J_01_099
P37,6853176742534663-CHERISH.mp4,CHERISH,J_02_033
P37,7464288310993847-ARM 2.mp4,ARM2,K_01_095
P37,17024285124957927-POSITIVE.mp4,POSITIVE,J_02_050
P37,7638272252110807-FORMER.mp4,FORMER,J_02_066
P37,18009335758345513-OVERTAKE.mp4,OVERTAKE,J_02_007
P37,5263238433861903-STETHOSCOPE 4.mp4,STETHOSCOPE3,K_02_031
P37,5652020898565324-CONFLICT.mp4,CONFLICT,J_02_084
P37,35051814843504525-CAT 2.mp4,CAT2,K_02_047
P37,7468543769264417-WRAP UP_2.mp4,WRAPUP2,K_02_062
P37,3086308761199723-REMIND.mp4,REMIND,J_02_103
P37,585629185925943-HALF HOUR.mp4,HALFHOUR,J_02_024
P37,5171364702166645-LONG TIME.mp4,LONGTIME,J_03_013
P37,4718345597818012-DROWN 3.mp4,DROWN1,K_02_111
P37,6455276408115698-FACULTY.mp4,FACULTY,J_02_061
P37,42739744880574526-TABLET.mp4,TABLET,K_02_126
P37,1819153869935588-FOLLOW 4.mp4,FOLLOW3,K_03_016
P37,7903157771534342-TRIPLE.mp4,TRIPLE,J_02_077
P37,001114956452446414-SWEET.mp4,SWEET,J_03_029
P37,9227673518157766-MAKE BELIEVE.mp4,MAKEBELIEVE,J_02_097
P37,3460027454676957-ROAR.mp4,ROAR1,J_03_062
P37,6484374621207956-REPLACE.mp4,REPLACE,J_03_007
P37,6410694818480194-SELL.mp4,SELL,J_03_024
P37,13657697052627005-RESENT.mp4,RESENT,J_03_039
P37,8986134480753565-FOCUS.mp4,FOCUS,J_03_056
P37,13036467932378804-EXPERT.mp4,EXPERT,J_03_099
P37,5315681575640829-GRAPES 2.mp4,GRAPES2,K_01_010
P37,5863606336580385-RHINO 2.mp4,RHINO1,K_03_116
P37,5856662858202657-BLEED.mp4,BLEED,J_03_075
P37,00413544523390641-POOR.mp4,POOR,C_02_011
P37,06281926263685134-DEVELOP.mp4,DEVELOP1,J_03_092
P37,5726701700348686-KISS 3.mp4,KISS2,K_01_005
P37,3336906226951677-CONDUCT 1.mp4,CONDUCT1,K_01_060
P37,3854692793134542-IPHONE.mp4,IPHONE,K_01_021
P37,022765487545716168-GRANDMOTHER.mp4,GRANDMOTHER,C_02_027
P37,015143605161060059-EAR.mp4,EAR,D_02_071
P37,7354547660405588-PERSISTENT.mp4,PERSISTENT,E_01_078
P37,8095620150383667-FEBRUARY.mp4,FEBRUARY,D_01_093
P37,3482559971557835-TROPHY.mp4,TROPHY,D_02_086
P37,818454200828113-HEAR 1.mp4,HEAR1,E_01_097
P37,3092393914709688-STAND.mp4,STAND2,E_02_011
P37,44924622999479924-LESS.mp4,LESS,E_02_043
P37,44829968779555207-DICE.mp4,DICE,D_02_036
P37,007170781915505131-YOUNG.mp4,YOUNG,D_03_013
P37,11544449115903066-IMPACT.mp4,IMPACT,D_02_051
P37,3921287402137754-INTERPRETER.mp4,INTERPRETER,D_02_066
P37,5702505990979032-EAGLE.mp4,EAGLE2,D_03_066
P37,14161233496105963-RELAX.mp4,RELAX1,D_03_081
P37,5752937423671567-STUCK.mp4,STUCK,E_01_019
P37,7801122343493838-OH I_SEE.mp4,OHISEE,E_01_038
P37,8911746605862205-RAT.mp4,RAT,D_02_081
P37,3613468205921373-SHAME.mp4,SHAME,D_03_008
P37,94019666124121-POP.mp4,POP2,D_03_023
P37,4077124423111005-CIRCLE.mp4,CIRCLE,E_02_062
P37,008485352659052703-PEANUT BUTTER.mp4,PEANUTBUTTER,E_02_077
P37,23609909148559982-BELT.mp4,BELT1,A_03_036
P37,17171010348827442-TODAY.mp4,TODAY,E_02_006
P37,1766158731422831-OPEN BOOK.mp4,OPENBOOK,E_02_022
P37,5044184391977649-USE.mp4,USE,D_03_043
P37,45757520326719336-WEIGHT.mp4,WEIGHT,E_02_037
P37,45101393241762966-NAVEL.mp4,NAVEL,E_03_007
P37,3368724705136974-SHARK 1.mp4,SHARK2,E_03_023
P37,21180230963962954-ROCKET 2.mp4,ROCKET2,E_02_088
P37,18991292595160525-OPEN WALLET.mp4,OPENWALLET,E_03_002
P37,07307994921308336-CREATE.mp4,CREATE,D_03_076
P37,39601712057723426-SILVER.mp4,SILVER,D_03_091
P37,7476584514224467-PLENTY.mp4,PLENTY,E_01_014
P37,9602581272039794-CHANGE.mp4,CHANGE,E_01_031
P37,2030939874326847-OBVIOUS.mp4,OBVIOUS,E_03_056
P37,859289499905753-PHARMACIST.mp4,PHARMACIST,E_01_051
P37,8528595356812567-BEE.mp4,BEE1,J_02_101
P37,6638531756556807-SPRING.mp4,SPRING,E_03_074
P37,8690801680970606-REFLECT.mp4,REFLECT,E_03_036
P37,35317910946430664-CAPE.mp4,CAPE,F_01_004
P37,9506105381872465-MISSING.mp4,MISSING,E_02_017
P37,7332864782091595-TRUE BUSINESS.mp4,TRUEBUSINESS,E_03_068
P37,4039557632472286-AUDIENCE.mp4,AUDIENCE,F_01_072
P37,9182976003983621-WRAP.mp4,WRAP,E_02_050
P37,4249165195730833-PENGUIN.mp4,PENGUIN,F_01_088
P37,8329798478578592-PJS.mp4,PJS,E_03_102
P37,39517572168386583-DANGER.mp4,DANGER,E_02_067
P37,6823025701699159-SPEND LOTS_OF_MONEY.mp4,SPENDLOTSOFMONEY,E_02_083
P37,46016881122859155-BEG.mp4,BEG,F_02_037
P37,20840770287071542-BOMB.mp4,BOMB,F_02_055
P37,41965703854599123-CHIN 2.mp4,CHIN,F_02_070
P37,7302772841150817-SWING 2.mp4,SWING2,F_02_085
P37,6018449592896309-SOFT.mp4,SOFT,E_03_013
P37,8970748644346462-CAR ACCIDENT.mp4,CARACCIDENT,E_03_029
P37,8969260326239357-FIRETRUCK.mp4,FIRETRUCK,F_02_101
P37,9742348554293634-WHITE.mp4,WHITE,E_03_046
P37,5066197276442927-PUT.mp4,PUT,F_03_046
P37,7229702366871333-SUPPORT 2.mp4,SUPPORT1,F_03_066
P37,26749526791847944-CLUELESS.mp4,CLUELESS,F_03_082
P37,7631730254707754-TWINS.mp4,TWINS1,F_01_032
P37,1806915289135762-WASH FACE_1.mp4,WASHFACE1,G_01_011
P37,09211705355147526-PLAIN.mp4,PLAIN,E_03_079
P37,42872632882584294-HEART TOUCH.mp4,HEARTTOUCH,E_03_097
P37,29045546285331136-FREE.mp4,FREE,G_01_027
P37,3400858540940377-CANCER.mp4,CANCER1,F_01_047
P37,950998615220997-CAMEL.mp4,CAMEL,G_01_042
P37,1139708049340662-TO A_GOAL.mp4,TOAGOAL,F_01_026
P37,05940636698377544-KNOCK.mp4,KNOCK,F_01_042
P37,3319949459249967-BRAILLE.mp4,BRAILLE,F_01_078
P37,8918959758192293-RUN OUT_OF.mp4,RUNOUTOF,G_01_077
P37,9797579977381494-DESSERT.mp4,DESSERT,F_01_094
P37,1966783120110822-MUSCLE.mp4,MUSCLE,G_01_095
P37,17632323405024897-SLIDE.mp4,SLIDE1,F_01_100
P37,914969933999366-ECLIPSE.mp4,ECLIPSE,F_02_015
P37,7247152651231734-BUTTONS.mp4,BUTTONS,F_02_025
P37,9223917641630366-GUM.mp4,GUM,G_02_010
P37,4351685024344545-RACE.mp4,RACE,F_02_075
P37,8466060957140533-LICK 2.mp4,LICK2,F_02_090
P37,1895735581737401-OPERATE MACHINE.mp4,OPERATEMACHINE,G_02_026
P37,9565348393297846-LIPS.mp4,LIPS,G_02_043
P37,6513544933153956-RUIN.mp4,RUIN,G_02_060
P37,27888173696130014-UNICORN.mp4,UNICORN,F_02_031
P37,8856270077047277-BACKYARD.mp4,BACKYARD,F_03_003
P37,6810670077366379-KISS ON_CHEEK.mp4,KISSONCHEEK,F_03_018
P37,4063937316962538-BUFFALO.mp4,BUFFALO,F_03_033
P37,44843633440345565-SHOULD.mp4,SHOULD,G_02_079
P37,09556163340913981-PIN ON.mp4,PINON,G_02_096
P37,3872146729497423-CURIOUS.mp4,CURIOUS,F_03_051
P37,08765396901501954-NAIL.mp4,NAIL,G_03_010
P37,3298285684382589-MELON.mp4,MELON,G_03_025
P37,5930404168912213-FIX.mp4,FIX,G_03_043
P37,988600899408346-ARGUE.mp4,ARGUE,F_03_072
P37,948395224680245-SEVEN.mp4,SEVEN,F_03_087
P37,06709052155421924-DINING ROOM.mp4,DININGROOM,F_02_049
P37,06786560284710963-HOLD.mp4,HOLD1,F_02_080
P37,40310747432196337-REFRIGERATOR.mp4,REFRIGERATOR,G_01_001
P37,5314876816272303-TAPE.mp4,TAPE,G_01_017
P37,2245256596615961-MICROPHONE.mp4,MICROPHONE,F_02_096
P37,5546586408516527-NEXT TO.mp4,NEXTTO,F_03_008
P37,9383274359941354-ARCHEOLOGY.mp4,ARCHEOLOGY,G_03_060
P37,8261083952446213-OCEAN.mp4,OCEAN,G_03_076
P37,5718771602867188-RIDE 1.mp4,RIDE2,F_03_023
P37,7728017397796767-PERMISSION.mp4,PERMISSION,G_03_093
P37,6960201925258256-SKUNK.mp4,SKUNK,G_01_032
P37,05600563144694348-CONVINCE.mp4,CONVINCE1,G_01_048
P37,774928567980079-HALF.mp4,HALF,F_03_040
P37,7174171336534185-SOUR.mp4,SOUR,F_03_060
P37,4405894410455282-WEEKEND.mp4,WEEKEND,H_01_009
P37,06372878770257584-VISUALIZE.mp4,VISUALIZE,H_01_027
P37,12014835790619238-STAMP 2.mp4,STAMP2,F_03_093
P37,4757430382387182-NEWS TO_ME.mp4,NEWSTOME,H_01_078
P37,6112252179674595-FENCE.mp4,FENCE1,G_01_006
P37,20486065049030477-IMMATURE.mp4,IMMATURE,G_01_082
P37,9266378144581877-BACK UP.mp4,BACKUP,G_01_102
P37,7917621754759254-THINK EXPAND.mp4,THINKEXPAND,G_02_015
P37,2836735850604686-CELERY.mp4,CELERY,G_02_048
P37,7440533078181435-DOCUMENT.mp4,DOCUMENT,H_01_097
P37,05579121402544551-DREADLOCKS.mp4,DREADLOCKS,G_02_069
P37,008619132620687697-PROGRAM.mp4,PROGRAM,G_02_084
P37,46944574795714566-VERY.mp4,VERY,G_02_101
P37,08507334166729286-BUSTED.mp4,BUSTED,G_01_022
P37,9300066369761744-HANDS OFF.mp4,HANDSOFF,H_02_027
P37,6055524542131085-TIME PROGRESS.mp4,TIMEPROGRESS,H_02_061
P37,7922750531641516-RESIST.mp4,RESIST,G_03_030
P37,07151305337780633-NEEDLE.mp4,NEEDLE,H_02_077
P37,7500689342276772-SOUND.mp4,SOUND,H_02_096
P37,5473226815364218-SIREN.mp4,SIREN,G_03_065
P37,2660792664112308-DUTY.mp4,DUTY,H_03_008
P37,8801368088842592-MEMORIZE.mp4,MEMORIZE,G_03_081
P37,3742447971790266-PROTEST.mp4,PROTEST,H_03_026
P37,9225773365612593-BOIL.mp4,BOIL2,G_03_101
P37,7248239732096353-ONE MORE_1.mp4,ONEMORE1,H_03_041
P37,629832752945257-SPILL 1.mp4,SPILL1,G_01_037
P37,9316615833737427-SELF.mp4,SELF,H_01_015
P37,567899330356284-DEVELOP.mp4,DEVELOP1,J_03_092
P37,6673928953409181-SHARPEN 1.mp4,SHARPEN1,H_03_060
P37,9553244633119053-TOP.mp4,TOP,H_01_065
P37,05677352671943803-TOW 1.mp4,TOW2,H_01_086
P37,7227474749547751-AREA.mp4,AREA,H_02_015
P37,9126840902687143-PHILOSOPHY.mp4,PHILOSOPHY,H_03_095
P37,2626358510507296-SHARP 1.mp4,SHARP1,G_01_055
P37,31054840783743853-HOLY.mp4,HOLY,G_01_072
P37,08204827709990226-WHILE.mp4,WHILE,H_02_032
P37,7363765721263449-FINGERS CROSSED.mp4,FINGERSCROSSED,J_01_006
P37,6666945336779415-QUARTER.mp4,QUARTER,H_02_049
P37,29162884683589496-STUDY.mp4,STUDY,G_01_090
P37,998942011045804-HONGKONG.mp4,HONGKONG,G_02_004
P37,09649207468407273-COACH.mp4,COACH,H_02_083
P37,537851676972928-DIZZY.mp4,DIZZY,H_02_102
P37,6781763094485336-ENVIRONMENT.mp4,ENVIRONMENT,J_01_022
P37,5696531639346636-CONVINCE 2.mp4,CONVINCE2,H_03_013
P37,36288695487127365-CANNON.mp4,CANNON,G_02_037
P37,7996354419559173-PAIR.mp4,PAIR,H_03_031
P37,6866453154538879-BLINK.mp4,BLINK,G_02_055
P37,5557388375807208-NAVY.mp4,NAVY,H_03_049
P37,9810239132223451-REACT.mp4,REACT,H_03_065
P37,3310169425953573-PHOTOGRAPHY.mp4,PHOTOGRAPHY,J_01_038
P37,7617009126967658-UNAWARE.mp4,UNAWARE,H_03_082
P37,781446098635711-SAVE MONEY.mp4,SAVEMONEY,G_02_074
P37,48485994093629325-HEAD BACK.mp4,HEADBACK,H_03_100
P37,5359235274466934-CATCH 2.mp4,CATCH1,J_01_073
P37,12221078349269487-W.H.A.T.mp4,W.H.A.T,G_02_089
P37,783933013022337-CALM.mp4,CALM,G_03_004
P37,7313058709884386-ICE.mp4,ICE,G_03_020
P37,989791141256001-FLIP.mp4,FLIP,H_02_088
P37,04662154619594139-DOWN.mp4,DOWN,G_03_055
P37,49075685259272817-OPINION 1.mp4,OPINION1,J_01_108
P37,39405102848756424-BASKET 1.mp4,BASKET2,G_03_070
P37,1314038432029967-KICK.mp4,KICK2,G_03_087
P37,10807937890664321-LINGUISTICS.mp4,LINGUISTICS,H_01_004
P37,5673491224201297-STEAM.mp4,STEAM,J_01_011
P37,5202883621571526-CRASH.mp4,CRASH,J_02_017
P37,6934319524950348-BURN 1.mp4,BURN,J_02_037
P37,7371774469795018-SPECIALIST.mp4,SPECIALIST,H_01_038
P37,6704583117819862-LOAD.mp4,LOAD1,H_01_055
P37,48720127742872554-SINGLE OUT.mp4,SINGLEOUT,J_01_061
P37,38604559357395507-TICKLE.mp4,TICKLE,H_01_073
P37,08113434311350254-WASH FACE_2.mp4,WASHFACE2,J_01_078
P37,32249459764986854-VIDEOGAME.mp4,VIDEOGAME,H_01_091
P37,5610151064035724-STACK.mp4,STACK3,J_01_096
P37,7841287735024678-MODEL 2.mp4,MODEL1,J_02_005
P37,2440470583320249-SAME TIME.mp4,SAMETIME,H_02_021
P37,5063021060740864-NOT A_THING.mp4,NOTATHING,J_02_088
P37,13654478929548208-OFTEN.mp4,OFTEN,J_02_106
P37,6939178350263646-HOSPITAL.mp4,HOSPITAL1,B_02_026
